,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Historical Data: South African Benchmark Overnight Rate (SABOR) and ,,,,,
Overnight Foreigh Exchange (FX) Rate,,,,,
,,,,,
,,,,,
,SABOR (%), Vol (Rmill) ,,FX (%) ,Vol (Rmill)
"02-Apr-13,Tue",4.765," R 64,561 ",,4.989," R 12,845 "
"03-Apr-13,Wed",4.765," R 72,553 ",,4.998," R 17,009 "
"04-Apr-13,Thu",4.768," R 73,562 ",,5.005," R 16,110 "
"05-Apr-13,Fri",4.770," R 74,537 ",,5.003," R 13,242 "
"08-Apr-13,Mon",4.773," R 71,642 ",,4.967," R 11,587 "
"09-Apr-13,Tue",4.770," R 74,398 ",,4.970," R 1,366 "
"10-Apr-13,Wed",4.770," R 78,407 ",,4.966," R 16,505 "
"11-Apr-13,Thu",4.776," R 80,408 ",,4.951," R 19,408 "
"12-Apr-13,Fri",4.763," R 72,511 ",,4.936," R 14,372 "
"15-Apr-13,Mon",4.771," R 71,661 ",,4.955," R 15,577 "
"16-Apr-13,Tue",4.771," R 72,199 ",,4.956," R 12,073 "
"17-Apr-13,Wed",4.777," R 67,770 ",,4.982," R 10,931 "
"18-Apr-13,Thu",4.758," R 77,171 ",,4.977," R 10,541 "
"19-Apr-13,Fri",4.758," R 78,453 ",,4.971," R 8,310 "
"22-Apr-13,Mon",4.760," R 76,939 ",,4.993," R 10,654 "
"23-Apr-13,Tue",4.747," R 77,343 ",,5.017," R 10,788 "
"24-Apr-13,Wed",4.757," R 73,225 ",,4.967," R 8,698 "
"25-Apr-13,Thu",4.753," R 75,929 ",,4.956," R 11,253 "
"26-Apr-13,Fri",4.752," R 72,775 ",,4.965," R 11,711 "
"29-Apr-13,Mon",4.754," R 69,724 ",,4.993," R 21,389 "
"30-Apr-13,Tue",4.745," R 70,258 ",,5.114," R 4,035 "
"01-May-13,Wed",4.745," R 70,258 ",,5.114," R 4,035 "
"02-May-13,Thu",4.757," R 67,481 ",,5.062," R 11,609 "
"03-May-13,Fri",4.756," R 73,063 ",,5.052," R 10,848 "
"06-May-13,Mon",4.767," R 72,822 ",,5.029," R 9,750 "
"07-May-13,Tue",4.786," R 68,105 ",,5.057," R 11,655 "
"08-May-13,Wed",4.764," R 71,244 ",,5.041," R 11,848 "
"09-May-13,Thu",4.763," R 68,813 ",,5.074," R 14,086 "
"10-May-13,Fri",4.736," R 76,562 ",,5.017," R 10,320 "
"13-May-13,Mon",4.750," R 72,859 ",,5.172," R 11,371 "
"14-May-13,Tue",4.755," R 69,874 ",,5.203," R 7,284 "
"15-May-13,Wed",4.754," R 67,761 ",,5.100," R 10,849 "
"16-May-13,Thu",4.782," R 62,797 ",,5.047," R 10,963 "
"17-May-13,Fri",4.755," R 75,302 ",,5.038," R 9,166 "
"20-May-13,Mon",4.748," R 76,558 ",,5.015," R 11,557 "
"21-May-13,Tue",4.751," R 80,778 ",,4.993," R 9,734 "
"22-May-13,Wed",4.757," R 79,578 ",,5.051," R 10,072 "
"23-May-13,Thu",4.759," R 72,631 ",,5.108," R 3,150 "
"24-May-13,Fri",4.767," R 74,433 ",,5.045," R 13,914 "
"27-May-13,Mon",4.774," R 75,824 ",,4.970," R 8,057 "
"28-May-13,Tue",4.773," R 82,155 ",,5.075," R 10,404 "
"29-May-13,Wed",4.783," R 77,894 ",,5.080," R 11,165 "
"30-May-13,Thu",4.781," R 76,089 ",,5.050," R 12,238 "
"31-May-13,Fri",4.782," R 69,364 ",,5.148," R 11,835 "
"03-Jun-13,Mon",4.786," R 75,280 ",,4.991," R 14,015 "
"04-Jun-13,Tue",4.783," R 80,056 ",,5.090," R 15,058 "
"05-Jun-13,Wed",4.800," R 75,170 ",,5.188," R 16,317 "
"06-Jun-13,Thu",4.814," R 68,999 ",,5.165," R 17,080 "
"07-Jun-13,Fri",4.807," R 76,359 ",,5.170," R 14,155 "
"10-Jun-13,Mon",4.804," R 82,755 ",,5.166," R 13,128 "
"11-Jun-13,Tue",4.803," R 76,456 ",,4.995," R 13,208 "
"12-Jun-13,Wed",4.809," R 73,036 ",,4.998," R 9,772 "
"13-Jun-13,Thu",4.798," R 77,885 ",,4.924," R 9,290 "
"14-Jun-13,Fri",4.785," R 86,929 ",,4.951," R 15,977 "
"17-Jun-13,Mon",4.785," R 86,929 ",,4.951," R 15,977 "
"18-Jun-13,Tue",4.791," R 80,983 ",,4.935," R 11,064 "
"19-Jun-13,Wed",4.789," R 83,498 ",,4.928," R 11,570 "
"20-Jun-13,Thu",4.809," R 87,822 ",,4.935," R 15,698 "
"21-Jun-13,Fri",4.809," R 89,364 ",,4.931," R 9,368 "
"24-Jun-13,Mon",4.811," R 90,905 ",,4.941," R 9,608 "
"25-Jun-13,Tue",4.806," R 92,884 ",,4.971," R 11,706 "
"26-Jun-13,Wed",4.795," R 87,385 ",,4.918," R 10,704 "
"27-Jun-13,Thu",4.789," R 78,230 ",,4.983," R 8,357 "
"28-Jun-13,Fri",4.762," R 85,163 ",,5.050," R 13,295 "
"01-Jul-13,Mon",4.817," R 72,163 ",,5.050," R 14,768 "
"02-Jul-13,Tue",4.818," R 77,628 ",,5.078," R 12,832 "
"03-Jul-13,Wed",4.815," R 81,150 ",,5.041," R 12,269 "
"04-Jul-13,Thu",4.811," R 84,371 ",,4.951," R 9,485 "
"05-Jul-13,Fri",4.795," R 79,258 ",,4.970," R 16,761 "
"08-Jul-13,Mon",4.805," R 84,194 ",,5.007," R 13,653 "
"09-Jul-13,Tue",4.792," R 88,163 ",,4.957," R 8,954 "
"10-Jul-13,Wed",4.806," R 75,517 ",,4.967," R 14,810 "
"11-Jul-13,Thu",4.816," R 67,810 ",,5.023," R 11,014 "
"12-Jul-13,Fri",4.814," R 79,412 ",,5.053," R 14,793 "
"15-Jul-13,Mon",4.828," R 81,419 ",,5.113," R 13,430 "
"16-Jul-13,Tue",4.827," R 80,331 ",,5.037," R 14,202 "
"17-Jul-13,Wed",4.827," R 81,033 ",,5.026," R 13,537 "
"18-Jul-13,Thu",4.826," R 82,236 ",,4.970," R 12,667 "
"19-Jul-13,Fri",4.822," R 79,235 ",,4.944," R 12,367 "
"22-Jul-13,Mon",4.821," R 81,436 ",,4.983," R 17,638 "
"23-Jul-13,Tue",4.826," R 72,845 ",,4.986," R 14,791 "
"24-Jul-13,Wed",4.809," R 76,458 ",,4.947," R 18,777 "
"25-Jul-13,Thu",4.822," R 84,253 ",,4.915," R 16,813 "
"26-Jul-13,Fri",4.814," R 85,529 ",,4.940," R 12,072 "
"29-Jul-13,Mon",4.817," R 80,745 ",,4.915," R 10,428 "
"30-Jul-13,Tue",4.809," R 83,538 ",,4.942," R 9,775 "
"31-Jul-13,Wed",4.804," R 72,853 ",,4.986," R 11,063 "
"01-Aug-13,Thu",4.797," R 80,025 ",,4.951," R 10,353 "
"02-Aug-13,Fri",4.802," R 82,567 ",,4.946," R 11,765 "
"05-Aug-13,Mon",4.796," R 80,042 ",,4.995," R 8,370 "
"06-Aug-13,Tue",4.811," R 75,805 ",,5.019," R 7,713 "
"07-Aug-13,Wed",4.813," R 82,786 ",,5.030," R 12,936 "
"08-Aug-13,Thu",4.811," R 88,403 ",,5.008," R 8,498 "
"09-Aug-13,Fri",4.811," R 88,403 ",,5.008," R 8,498 "
"12-Aug-13,Mon",4.821," R 84,717 ",,4.993," R 8,871 "
"13-Aug-13,Tue",4.806," R 92,065 ",,4.905," R 10,025 "
"14-Aug-13,Wed",4.821," R 88,550 ",,4.937," R 11,711 "
"15-Aug-13,Thu",4.820," R 82,372 ",,4.948," R 15,598 "
"16-Aug-13,Fri",4.820," R 79,575 ",,4.968," R 12,307 "
"19-Aug-13,Mon",4.812," R 84,243 ",,4.964," R 8,698 "
"20-Aug-13,Tue",4.820," R 84,137 ",,5.039," R 7,619 "
"21-Aug-13,Wed",4.808," R 82,949 ",,5.023," R 9,440 "
"22-Aug-13,Thu",4.823," R 83,536 ",,5.001," R 7,410 "
"23-Aug-13,Fri",4.830," R 83,865 ",,5.283," R 8,677 "
"26-Aug-13,Mon",4.833," R 79,058 ",,5.273," R 8,246 "
"27-Aug-13,Tue",4.850," R 75,729 ",,5.657," R 7,933 "
"28-Aug-13,Wed",4.842," R 72,620 ",,5.412," R 10,486 "
"29-Aug-13,Thu",4.836," R 70,430 ",,5.047," R 9,400 "
"30-Aug-13,Fri",4.824," R 64,362 ",,5.076," R 11,190 "
"02-Sep-13,Mon",4.820," R 76,504 ",,4.972," R 5,417 "
"03-Sep-13,Tue",4.826," R 75,901 ",,4.988," R 4,058 "
"04-Sep-13,Wed",4.817," R 77,789 ",,4.935," R 3,291 "
"05-Sep-13,Thu",4.825," R 74,405 ",,4.987," R 6,570 "
"06-Sep-13,Fri",4.807," R 85,463 ",,4.979," R 6,292 "
"09-Sep-13,Mon",4.807," R 75,881 ",,4.952," R 5,282 "
"10-Sep-13,Tue",4.796," R 72,836 ",,4.924," R 2,637 "
"11-Sep-13,Wed",4.823," R 67,060 ",,4.965," R 3,892 "
"12-Sep-13,Thu",4.806," R 65,907 ",,5.009," R 3,468 "
"13-Sep-13,Fri",4.787," R 69,410 ",,5.018," R 9,815 "
"16-Sep-13,Mon",4.800," R 76,472 ",,4.945," R 7,340 "
"17-Sep-13,Tue",4.814," R 79,748 ",,4.853," R 9,780 "
"18-Sep-13,Wed",4.804," R 73,483 ",,4.819," R 5,644 "
"19-Sep-13,Thu",4.812," R 83,503 ",,4.800," R 10,940 "
"20-Sep-13,Fri",4.800," R 86,074 ",,4.781," R 10,286 "
"23-Sep-13,Mon",4.798," R 88,530 ",,4.895," R 4,393 "
"24-Sep-13,Tue",4.798," R 88,530 ",,4.895," R 4,393 "
"25-Sep-13,Wed",4.830," R 86,466 ",,5.155," R 9,207 "
"26-Sep-13,Thu",4.827," R 87,138 ",,5.091," R 11,980 "
"27-Sep-13,Fri",4.810," R 75,341 ",,5.143," R 8,498 "
"30-Sep-13,Mon",4.828," R 74,814 ",,5.130," R 9,946 "
"01-Oct-13,Tue",4.812," R 77,001 ",,4.972," R 5,911 "
"02-Oct-13,Wed",4.806," R 80,387 ",,4.987," R 2,391 "
"03-Oct-13,Thu",4.801," R 88,506 ",,4.948," R 4,693 "
"04-Oct-13,Fri",4.804," R 93,089 ",,5.017," R 6,690 "
"07-Oct-13,Mon",4.806," R 90,616 ",,5.040," R 5,548 "
"08-Oct-13,Tue",4.803," R 87,928 ",,4.949," R 5,219 "
"09-Oct-13,Wed",4.805," R 86,657 ",,4.987," R 8,213 "
"10-Oct-13,Thu",4.801," R 87,869 ",,5.034," R 9,631 "
"11-Oct-13,Fri",4.810," R 92,507 ",,5.100," R 10,323 "
"14-Oct-13,Mon",4.810," R 87,301 ",,,
"15-Oct-13,Tue",4.818," R 91,760 ",,5.141," R 1,221 "
"16-Oct-13,Wed",4.809," R 87,577 ",,5.096," R 5,189 "
"17-Oct-13,Thu",4.807," R 89,546 ",,5.053," R 6,285 "
"18-Oct-13,Fri",4.817," R 82,987 ",,5.020," R 5,557 "
"21-Oct-13,Mon",4.805," R 91,645 ",,5.000," R 4,964 "
"22-Oct-13,Tue",4.821," R 89,206 ",,5.206," R 7,451 "
"23-Oct-13,Wed",4.813," R 89,334 ",,5.078," R 8,309 "
"24-Oct-13,Thu",4.809," R 80,760 ",,4.976," R 6,102 "
"25-Oct-13,Fri",4.816," R 83,329 ",,5.025," R 5,298 "
"28-Oct-13,Mon",4.809," R 86,901 ",,4.981," R 7,053 "
"29-Oct-13,Tue",4.804," R 86,875 ",,4.913," R 9,727 "
"30-Oct-13,Wed",4.802," R 85,443 ",,4.902," R 14,691 "
"31-Oct-13,Thu",4.827," R 72,531 ",,5.009," R 8,953 "
"01-Nov-13,Fri",4.809," R 82,495 ",,4.984," R 5,883 "
"04-Nov-13,Mon",4.830," R 80,993 ",,4.989," R 6,867 "
"05-Nov-13,Tue",4.816," R 81,332 ",,4.979," R 9,036 "
"06-Nov-13,Wed",4.812," R 82,377 ",,5.000," R 8,760 "
"07-Nov-13,Thu",4.834," R 74,951 ",,4.980," R 6,176 "
"08-Nov-13,Fri",4.825," R 78,746 ",,5.039," R 8,548 "
"11-Nov-13,Mon",4.841," R 72,375 ",,,
"12-Nov-13,Tue",4.824," R 82,729 ",,5.006," R 3,736 "
"13-Nov-13,Wed",4.844," R 77,189 ",,5.082," R 5,421 "
"14-Nov-13,Thu",4.844," R 80,151 ",,5.045," R 8,201 "
"15-Nov-13,Fri",4.824," R 84,611 ",,5.018," R 5,776 "
"18-Nov-13,Mon",4.832," R 87,330 ",,5.128," R 7,676 "
"19-Nov-13,Tue",4.827," R 80,305 ",,5.123," R 9,459 "
"20-Nov-13,Wed",4.846," R 80,347 ",,5.179," R 5,811 "
"21-Nov-13,Thu",4.838," R 81,372 ",,5.127," R 2,706 "
"22-Nov-13,Fri",4.840," R 83,425 ",,5.128," R 10,755 "
"25-Nov-13,Mon",4.826," R 87,320 ",,5.085," R 7,503 "
"26-Nov-13,Tue",4.840," R 82,077 ",,5.133," R 7,042 "
"27-Nov-13,Wed",4.849," R 85,988 ",,5.192," R 5,685 "
"28-Nov-13,Thu",4.827," R 81,952 ",,,
"29-Nov-13,Fri",4.826," R 77,324 ",,5.275," R 6,215 "
"02-Dec-13,Mon",4.832," R 78,198 ",,5.046," R 8,383 "
"03-Dec-13,Tue",4.850," R 75,083 ",,4.975," R 11,404 "
"04-Dec-13,Wed",4.844," R 70,124 ",,5.000," R 7,310 "
"05-Dec-13,Thu",4.834," R 80,691 ",,5.003," R 8,904 "
"06-Dec-13,Fri",4.841," R 87,228 ",,5.100," R 4,635 "
"09-Dec-13,Mon",4.838," R 74,084 ",,5.170," R 6,536 "
"10-Dec-13,Tue",4.855," R 78,235 ",,5.348," R 6,364 "
"11-Dec-13,Wed",4.855," R 79,327 ",,5.286," R 9,518 "
"12-Dec-13,Thu",4.855," R 81,172 ",,5.265," R 4,881 "
"13-Dec-13,Fri",4.842," R 81,491 ",,5.148," R 10,774 "
"16-Dec-13,Mon",4.842," R 81,491 ",,5.148," R 10,774 "
"17-Dec-13,Tue",4.876," R 75,352 ",,5.415," R 7,522 "
"18-Dec-13,Wed",4.898," R 72,604 ",,5.883," R 7,419 "
"19-Dec-13,Thu",4.926," R 68,118 ",,6.372," R 1,187 "
"20-Dec-13,Fri",4.907," R 78,895 ",,6.303," R 6,358 "
"23-Dec-13,Mon",4.878," R 80,586 ",,5.757," R 9,839 "
"24-Dec-13,Tue",4.867," R 85,611 ",,5.244," R 9,314 "
"25-Dec-13,Wed",4.867," R 85,611 ",,5.244," R 9,314 "
"26-Dec-13,Thu",4.867," R 85,611 ",,5.244," R 9,314 "
"27-Dec-13,Fri",4.835," R 88,644 ",,4.828," R 8,974 "
"30-Dec-13,Mon",4.850," R 70,998 ",,5.003," R 6,744 "
"31-Dec-13,Tue",4.822," R 80,735 ",,4.810," R 10,837 "
"01-Jan-14,Wed",4.822," R 80,735 ",,4.810," R 10,837 "
"02-Jan-14,Thu",4.845," R 75,162 ",,5.185," R 8,107 "
"03-Jan-14,Fri",4.863," R 78,500 ",,5.458," R 13,743 "
"06-Jan-14,Mon",4.831," R 78,425 ",,5.313," R 6,812 "
"07-Jan-14,Tue",4.845," R 85,767 ",,5.104," R 8,393 "
"08-Jan-14,Wed",4.799," R 82,674 ",,5.012," R 12,468 "
"09-Jan-14,Thu",4.841," R 77,962 ",,4.975," R 7,410 "
"10-Jan-14,Fri",4.831," R 83,563 ",,5.027," R 4,500 "
"13-Jan-14,Mon",4.844," R 85,789 ",,5.115," R 8,168 "
"14-Jan-14,Tue",4.842," R 78,486 ",,5.032," R 8,087 "
"15-Jan-14,Wed",4.849," R 85,694 ",,4.962," R 4,428 "
"16-Jan-14,Thu",4.839," R 85,732 ",,4.858," R 5,872 "
"17-Jan-14,Fri",4.846," R 86,308 ",,4.900," R 5,174 "
"20-Jan-14,Mon",4.845," R 85,480 ",,,
"21-Jan-14,Tue",4.860," R 75,486 ",,4.904," R 8,151 "
"22-Jan-14,Wed",4.844," R 82,327 ",,4.906," R 5,358 "
"23-Jan-14,Thu",4.857," R 80,892 ",,4.881," R 6,451 "
"24-Jan-14,Fri",4.876," R 69,460 ",,5.069," R 7,843 "
"27-Jan-14,Mon",4.865," R 65,150 ",,4.947," R 7,577 "
"28-Jan-14,Tue",4.868," R 71,210 ",,4.852," R 5,544 "
"29-Jan-14,Wed",4.875," R 73,838 ",,5.100," R 4,095 "
"30-Jan-14,Thu",5.218," R 80,871 ",,5.165," R 5,019 "
"31-Jan-14,Fri",5.281," R 79,878 ",,5.328," R 9,136 "
"03-Feb-14,Mon",5.297," R 85,356 ",,5.326," R 6,897 "
"04-Feb-14,Tue",5.302," R 89,874 ",,5.305," R 6,080 "
"05-Feb-14,Wed",5.325," R 80,519 ",,5.350," R 2,679 "
"06-Feb-14,Thu",5.276," R 84,756 ",,5.370," R 3,582 "
"07-Feb-14,Fri",5.305," R 89,308 ",,5.433," R 3,080 "
"10-Feb-14,Mon",5.302," R 91,397 ",,5.328," R 7,440 "
"11-Feb-14,Tue",5.293," R 85,190 ",,5.273," R 10,132 "
"12-Feb-14,Wed",5.328," R 83,863 ",,5.337," R 11,473 "
"13-Feb-14,Thu",5.333," R 74,774 ",,5.339," R 12,097 "
"14-Feb-14,Fri",5.327," R 78,296 ",,5.370," R 8,038 "
"17-Feb-14,Mon",5.329," R 76,815 ",,5.470," R 1,626 "
"18-Feb-14,Tue",5.328," R 79,266 ",,5.273," R 8,854 "
"19-Feb-14,Wed",5.312," R 82,704 ",,5.303," R 12,509 "
"20-Feb-14,Thu",5.317," R 73,019 ",,5.250," R 10,157 "
"21-Feb-14,Fri",5.338," R 74,045 ",,5.209," R 13,272 "
"24-Feb-14,Mon",5.355," R 69,528 ",,5.431," R 14,722 "
"25-Feb-14,Tue",5.349," R 78,300 ",,5.399," R 6,680 "
"26-Feb-14,Wed",5.343," R 79,606 ",,5.474," R 13,698 "
"27-Feb-14,Thu",5.312," R 75,835 ",,5.352," R 12,174 "
"28-Feb-14,Fri",5.326," R 73,710 ",,5.230," R 13,622 "
"03-Mar-14,Mon",5.322," R 77,605 ",,5.114," R 5,606 "
"04-Mar-14,Tue",5.337," R 82,945 ",,5.250," R 8,210 "
"05-Mar-14,Wed",5.330," R 80,388 ",,5.463," R 9,863 "
"06-Mar-14,Thu",5.344," R 82,210 ",,5.451," R 12,887 "
"07-Mar-14,Fri",5.349," R 80,660 ",,5.527," R 7,489 "
"10-Mar-14,Mon",5.365," R 81,042 ",,5.350," R 5,573 "
"11-Mar-14,Tue",5.353," R 78,797 ",,5.410," R 3,809 "
"12-Mar-14,Wed",5.356," R 77,694 ",,5.506," R 3,229 "
"13-Mar-14,Thu",5.357," R 79,329 ",,5.566," R 3,943 "
"14-Mar-14,Fri",5.353," R 86,995 ",,5.597," R 3,011 "
"17-Mar-14,Mon",5.358," R 88,668 ",,5.620," R 1,078 "
"18-Mar-14,Tue",5.357," R 86,571 ",,5.534," R 3,517 "
"19-Mar-14,Wed",5.359," R 82,157 ",,5.506," R 5,647 "
"20-Mar-14,Thu",5.373," R 77,092 ",,5.535," R 7,957 "
"21-Mar-14,Fri",5.373," R 77,092 ",,5.535," R 7,957 "
"24-Mar-14,Mon",5.375," R 78,983 ",,5.572," R 5,178 "
"25-Mar-14,Tue",5.364," R 75,552 ",,5.658," R 3,098 "
"26-Mar-14,Wed",5.375," R 75,857 ",,5.519," R 5,606 "
"27-Mar-14,Thu",5.377," R 80,931 ",,5.509," R 5,054 "
"28-Mar-14,Fri",5.383," R 81,597 ",,5.644," R 3,185 "
"31-Mar-14,Mon",5.374," R 80,133 ",,5.775," R 8,539 "
"01-Apr-14,Tue",5.380," R 74,781 ",,5.537," R 8,812 "
"02-Apr-14,Wed",5.377," R 78,364 ",,5.540," R 9,711 "
"03-Apr-14,Thu",5.376," R 77,562 ",,5.551," R 11,519 "
"04-Apr-14,Fri",5.374," R 73,186 ",,5.533," R 10,116 "
"07-Apr-14,Mon",5.383," R 81,972 ",,5.552," R 11,045 "
"08-Apr-14,Tue",5.380," R 81,683 ",,5.513," R 12,704 "
"09-Apr-14,Wed",5.373," R 80,983 ",,5.389," R 8,163 "
"10-Apr-14,Thu",5.377," R 88,350 ",,5.486," R 8,218 "
"11-Apr-14,Fri",5.377," R 86,600 ",,5.498," R 10,129 "
"14-Apr-14,Mon",5.373," R 82,606 ",,5.482," R 10,648 "
"15-Apr-14,Tue",5.386," R 86,679 ",,5.548," R 5,951 "
"16-Apr-14,Wed",5.379," R 83,867 ",,5.522," R 7,534 "
"17-Apr-14,Thu",5.386," R 77,349 ",,5.632," R 10,147 "
"18-Apr-14,Fri",5.386," R 77,349 ",,5.632," R 10,147 "
"21-Apr-14,Mon",5.386," R 77,349 ",,5.632," R 10,147 "
"22-Apr-14,Tue",5.385," R 83,685 ",,5.536," R 10,128 "
"23-Apr-14,Wed",5.387," R 78,792 ",,5.531," R 8,920 "
"24-Apr-14,Thu",5.384," R 77,904 ",,5.553," R 6,332 "
"25-Apr-14,Fri",5.370," R 76,498 ",,5.522," R 9,875 "
"28-Apr-14,Mon",5.370," R 76,498 ",,5.522," R 9,875 "
"29-Apr-14,Tue",5.372," R 72,323 ",,5.581," R 5,784 "
"30-Apr-14,Wed",5.372," R 69,653 ",,5.789," R 5,647 "
"01-May-14,Thu",5.372," R 69,653 ",,5.789," R 5,647 "
"02-May-14,Fri",5.350," R 79,452 ",,5.600," R 6,270 "
"05-May-14,Mon",5.376," R 79,336 ",,5.636," R 3,167 "
"06-May-14,Tue",5.386," R 75,595 ",,5.805," R 7,136 "
"07-May-14,Wed",5.386," R 75,595 ",,5.805," R 7,136 "
"08-May-14,Thu",5.387," R 75,961 ",,5.757," R 5,147 "
"09-May-14,Fri",5.372," R 79,870 ",,5.637," R 4,039 "
"12-May-14,Mon",5.380," R 87,797 ",,5.592," R 8,659 "
"13-May-14,Tue",5.372," R 86,556 ",,5.562," R 5,728 "
"14-May-14,Wed",5.370," R 80,996 ",,5.557," R 5,658 "
"15-May-14,Thu",5.376," R 77,410 ",,5.529," R 10,340 "
"16-May-14,Fri",5.363," R 75,084 ",,5.538," R 7,136 "
"19-May-14,Mon",5.377," R 75,104 ",,5.539," R 4,403 "
"20-May-14,Tue",5.381," R 74,603 ",,5.520," R 6,487 "
"21-May-14,Wed",5.392," R 70,900 ",,5.568," R 5,820 "
"22-May-14,Thu",5.396," R 78,457 ",,5.737," R 1,633 "
"23-May-14,Fri",5.395," R 76,825 ",,5.987," R 7,850 "
"26-May-14,Mon",5.400," R 74,391 ",,,
"27-May-14,Tue",5.413," R 73,561 ",,6.030," R 3,760 "
"28-May-14,Wed",5.413," R 71,038 ",,6.072," R 2,819 "
"29-May-14,Thu",5.415," R 71,123 ",,6.268," R 1,872 "
"30-May-14,Fri",5.403," R 68,260 ",,6.212," R 3,189 "
"02-Jun-14,Mon",5.389," R 67,524 ",,5.655," R 4,503 "
"03-Jun-14,Tue",5.387," R 71,133 ",,5.508," R 2,762 "
"04-Jun-14,Wed",5.379," R 65,471 ",,5.600," R 2,142 "
"05-Jun-14,Thu",5.375," R 72,199 ",,5.688," R 7,738 "
"06-Jun-14,Fri",5.409," R 72,445 ",,6.116," R 1,047 "
"09-Jun-14,Mon",5.415," R 74,620 ",,6.214," R 2,284 "
"10-Jun-14,Tue",5.383," R 74,341 ",,5.833," R 2,680 "
"11-Jun-14,Wed",5.376," R 77,281 ",,5.462," R 5,174 "
"12-Jun-14,Thu",5.373," R 78,882 ",,5.417," R 4,371 "
"13-Jun-14,Fri",5.376," R 74,233 ",,5.439," R 4,055 "
"16-Jun-14,Mon",5.376," R 74,233 ",,5.439," R 4,055 "
"17-Jun-14,Tue",5.389," R 74,041 ",,5.689," R 3,847 "
"18-Jun-14,Wed",5.391," R 76,184 ",,5.705," R 1,644 "
"19-Jun-14,Thu",5.396," R 72,098 ",,5.814," R 2,208 "
"20-Jun-14,Fri",5.407," R 80,919 ",,6.052," R 2,067 "
"23-Jun-14,Mon",5.432," R 80,399 ",,6.420," R 3,093 "
"24-Jun-14,Tue",5.402," R 74,450 ",,5.898," R 2,174 "
"25-Jun-14,Wed",5.386," R 74,694 ",,5.586," R 3,841 "
"26-Jun-14,Thu",5.342," R 74,884 ",,5.638," R 3,667 "
"27-Jun-14,Fri",5.344," R 70,509 ",,5.752," R 3,499 "
"30-Jun-14,Mon",5.405," R 73,453 ",,6.237," R 3,702 "
"01-Jul-14,Tue",5.400," R 70,238 ",,6.239," R 3,863 "
"02-Jul-14,Wed",5.410," R 68,633 ",,6.186," R 4,909 "
"03-Jul-14,Thu",5.403," R 68,703 ",,6.048," R 1,955 "
"04-Jul-14,Fri",5.403," R 74,520 ",,,
"07-Jul-14,Mon",5.402," R 75,569 ",,5.940," R 2,473 "
"08-Jul-14,Tue",5.397," R 72,459 ",,5.893," R 2,111 "
"09-Jul-14,Wed",5.397," R 75,465 ",,5.851," R 1,556 "
"10-Jul-14,Thu",5.399," R 76,735 ",,5.921," R 1,850 "
"11-Jul-14,Fri",5.396," R 71,741 ",,5.852," R 2,778 "
"14-Jul-14,Mon",5.399," R 72,839 ",,5.884," R 1,133 "
"15-Jul-14,Tue",5.398," R 77,647 ",,5.903," R 2,180 "
"16-Jul-14,Wed",5.406," R 78,905 ",,5.917," R 2,975 "
"17-Jul-14,Thu",5.406," R 82,128 ",,5.980," R 1,886 "
"18-Jul-14,Fri",5.610," R 87,278 ",,5.977," R 2,099 "
"21-Jul-14,Mon",5.625," R 84,240 ",,6.197," R 5,224 "
"22-Jul-14,Tue",5.635," R 84,905 ",,6.481," R 1,833 "
"23-Jul-14,Wed",5.645," R 80,640 ",,6.538," R 4,198 "
"24-Jul-14,Thu",5.630," R 78,923 ",,6.245," R 3,906 "
"25-Jul-14,Fri",5.617," R 78,636 ",,5.942," R 4,336 "
"28-Jul-14,Mon",5.613," R 77,968 ",,5.693," R 3,753 "
"29-Jul-14,Tue",5.648," R 80,492 ",,5.917," R 2,232 "
"30-Jul-14,Wed",5.625," R 80,700 ",,5.915," R 3,984 "
"31-Jul-14,Thu",5.607," R 73,642 ",,5.750," R 1,735 "
"01-Aug-14,Fri",5.607," R 75,961 ",,5.780," R 3,458 "
"04-Aug-14,Mon",5.609," R 75,127 ",,5.688," R 3,746 "
"05-Aug-14,Tue",5.625," R 80,129 ",,5.711," R 3,442 "
"06-Aug-14,Wed",5.632," R 78,518 ",,5.800," R 3,772 "
"07-Aug-14,Thu",5.641," R 79,768 ",,5.773," R 1,299 "
"08-Aug-14,Fri",5.656," R 75,186 ",,5.881," R 1,867 "
"11-Aug-14,Mon",5.655," R 76,283 ",,5.734," R 3,348 "
"12-Aug-14,Tue",5.641," R 82,337 ",,5.391," R 3,526 "
"13-Aug-14,Wed",5.644," R 80,314 ",,5.455," R 6,189 "
"14-Aug-14,Thu",5.647," R 81,259 ",,5.484," R 9,012 "
"15-Aug-14,Fri",5.640," R 82,166 ",,5.620," R 8,347 "
"18-Aug-14,Mon",5.660," R 84,363 ",,5.825," R 4,774 "
"19-Aug-14,Tue",5.642," R 81,662 ",,5.521," R 3,432 "
"20-Aug-14,Wed",5.643," R 81,286 ",,5.472," R 4,848 "
"21-Aug-14,Thu",5.630," R 81,701 ",,5.280," R 7,162 "
"22-Aug-14,Fri",5.640," R 79,898 ",,5.333," R 6,179 "
"25-Aug-14,Mon",5.648," R 77,689 ",,5.743," R 5,503 "
"26-Aug-14,Tue",5.655," R 76,735 ",,5.633," R 2,998 "
"27-Aug-14,Wed",5.640," R 77,987 ",,5.648," R 2,753 "
"28-Aug-14,Thu",5.615," R 75,750 ",,5.374," R 10,090 "
